text,level
Brisele ( vai Ville de Bruxelles; ) ir pilsēta Beļģijas centrālajā daļā,sarežģīts
"Ārdavas ezera ekoloģiskais stāvoklis kopumā tika atzīts par apmierinošu, kaut arī",sarežģīts
gada sezonas pirmajā sacīkstē Reikenenu vajāja dažādas neveiksmes,sarežģīts
"Akvitānija stastāv no 5 departamentiem Dordoņas, Žirondas, Landas",sarežģīts
Fotoplate starojuma uztvērējs,sarežģīts
1906. gadā Stanley tvaika automobilis uzstādīja ātruma rekordu 203 kmh. 1907. gada modelis,sarežģīts
"amerikāņu grāmatu ilustrators, rakstnieks",sarežģīts
"Francijā reliģijas brīvību garantē tās konstitūcija. 51,1",sarežģīts
"Dzeltenzaļās aļģes jeb nevienādvicaiņi (Xanthophyta) daudzveidīgas formas aļģes, kuru galvenā īpatnība ir divas nevienāda garuma vicas",sarežģīts
"Timišoara () ir Rumānijas pilsēta, kas",viegls
1984.1988. gadā Grobiņas,viegls
1. novembris - Lielbritānijas,sarežģīts
Laboratorijas apstākļos tīru kālija,vidējs
"Vienkāršākā un simetriskākā singonija, kurai ir",vidējs
Pēc Pirmās Polijas,viegls
Grāmatvedība ir uzņēmuma,vidējs
15. februāris Kurdistānas Strādnieku partijas,sarežģīts
21. februāris Pēnemindē vācieši,sarežģīts
"Saskaņā ar teorētiskiem pētījumiem, dažādas jaudas kodoltermisko",sarežģīts
1870. gadā Alunāns tika uzaicināts par Rīgas Latviešu biedrības teātra vadītāju. Līdz pat 1885. gadam vadīja Rīgas Latviešu teātri,sarežģīts
BMW bija oficiālais,viegls
Limfātiskā sistēma sastāv no limfas,vidējs
Neolīta revolūcijas veidā izpaudās seno civilizāciju attīstība,vidējs
Pilsētas platība ir,viegls
Zviedrijas hokeja izlases sastāvā piedalījies piecos Pasaules,vidējs
"Pēc 2008. gada sezonas Kontinentālās hokeja līgas komandā Rīgas ""Dinamo"", 2009. gadā viņš nolēma",sarežģīts
1876. gads Ērvings,viegls
Druvienas pagasts ir viena no Gulbenes,viegls
2005. gadā par,viegls
Dažādām šķirnēm ir dažādas,viegls
Advaita burtiski nozīmē nedalīts,vidējs
1176. Imperators Manuils I Komnēns mēģina,vidējs
Jaunavu Mariju dēvē arī par Dievadzemdētāju,vidējs
"Pirmie smaiļošanas un kanoe airēšanas paraugdemonstrējumi Olimpiskajās spēlēs notika 1924. gadā Parīzē, bet 1936",sarežģīts
Lielās pilsētas ar iedzīvotāju skaitu no 100 000,viegls
Kapelmeistaram bija jāvada orķestris un dziedātāji,vidējs
Heimskringlas sāgas par Olavu Svēto,vidējs
Ģenētika nosaka daudz (bet,viegls
Līdz mūsdienām ir nonākuši tikai abi lielie eposi un tā dēvētās homēriskās himnas. Senajā,vidējs
"Viktors Ortā (Victor Horta, 1861.gada 6",viegls
Latvijas Republikas neatkarības pirmais posms aptver laiku no Latvijas valsts pasludināšanas 1918. gada,sarežģīts
Konstruēšanas inženierija. Apvienos sevī,sarežģīts
22. novembris Nīderlandes vispārējās vēlēšanās uzvarēja Kristīgo,sarežģīts
28. janvāris Otrais pasaules karš: Izejvielu un kara materiālu piegādes beidzot,sarežģīts
"Baznīckalns senajos rakstos tiek minēts, kā senču kulta vieta. Kalna",vidējs
2017. gada janvārī,viegls
"Dzimis 1928. gada 7. decembrī Filadelfijā, Pensilvānijā. Viņa tēvs",vidējs
Gņezno arhikatedrāle (Bazylika prymasowska Wniebowzicia Najwitszej Maryi Panny w,sarežģīts
Dergunovs bija Krievu,vidējs
1925. gadā 10 Viļa Olava komercskolas absolventi,vidējs
"Šeit ir uzskaitītas militārās struktūras, dažādās valstīs tās var atšķirties, bet pārsvarā tomēr tās",sarežģīts
lm lm: silm sīlma,viegls
1430. gada 29. martā osmaņu valdnieks Murads,viegls
Viens no galvenajiem,viegls
"Darbā ""Valdnieks"" viņš centās pierādīt",vidējs
Graudainais endoplazmatiskais tīkls transportē dažādus savienojumus pa,sarežģīts
Jau studiju laikā publicēja pirmo zinātnisko,vidējs
"Tādējādi šķīšana ir fizikāli ķīmisks process, kas noris",vidējs
"Ezers veidojies subglaciāli. Tā platība ir 3,6 ha, vidējais dziļums 11,6",vidējs
50. gadu 1,viegls
1764. gadā Krievijas valdības,vidējs
Zaporižjas apgabals () ir viens,vidējs
"1902. gads Augusts Skadiņš, lībiešu",vidējs
Islāmā Dievam ir,viegls
Izmestās paketes ir,viegls
Līdz ar to slāvu sākotnējās teritorijas platības ziņā,vidējs
Pirmā pasaules kara laikā Trumens,viegls
Astenosfēras augšējā daļa,sarežģīts
Pirmā vispārējā tautas skaitīšana 1897. gadā,vidējs
Tervetia ir dibināta,viegls
2012. gada augustā 28. Ģenerālajā,vidējs
"Pētersons spēlēja arī hokeju, un pat aizvadīja 8",vidējs
Korņilova organizētās armijas vienības vajāja tipiskās,sarežģīts
Nozīmīgākie mezoni ir pioni,viegls
Līdz mūsdienām ir realizēta kosmiskā,vidējs
Miris 1897. gada 21. martā Rīgā asins saindēšanās dēļ pēc,vidējs
"Senākā liecība par cilvēku aktivitātēm mūsdienu Esenes teritorijā tika atrasta 1926. gadā, izbūvējot",sarežģīts
Dzimis Ostravā tenisistu,vidējs
"Termodinamika pieņem, ka pasaule ir sadalīta sistēmās, ko atdala vai nu",sarežģīts
Arhitektūras fakultātes izveidei Politehnikumā 1869,sarežģīts
1923. gadā spāņu inženieris Huans de la Sjerva (Juan de la Cierva) uzbūvēja,sarežģīts
Gaigalavas pagastā ir septiņi ezeri - daļa Lubāna,vidējs
Tropu pasātu klimats divi gadalaiki,vidējs
"Pāvilu I 1801. gadā nogalināja galma apvērsumā, un tronī kāpa Aleksandrs I, kurš turpināja dalību",sarežģīts
Ap 800. gadu vajrajānas,viegls
"Šis periods Korejas vēsturē sākās 57. gadā p.m.ē, kad Saro",vidējs
Pēc Kepena klimata klasifikācijas Nuakšotā valda karsts tuksneša,sarežģīts
"Malonskābe iesaistās kondensācijas reakcijā ar urīnvielu, veidojot barbitūrskābi. Barbitūrskābes atvasinājumus (luminālu, veronālu) lieto medicīnā kā miega",sarežģīts
Eiropas čempionāta finālturnīrā Portugālē Latvijas,sarežģīts
Polinēzijas kultūrai pieder šādas salas un salu grupas. Daļa no tām atrodas ārpus klasiskā,vidējs
Esenē ir Folkvanga muzejs,vidējs
1974 kompānija Intel izlaida 8 bitu procesoru 8080.,sarežģīts
Šajā čempionātā uzbrucējs Lauris Dārziņš,vidējs
Pēc automāta funkcijas galīgos,vidējs
"Pastāv uzskats, ka vārds dada pēc sākotnējas ieceres nenozīmē pilnīgi neko nevienā pasaules valodā",sarežģīts
Tiek izšķirtas vecās un jaunās lietuviešu projekta ēkas.,vidējs
"Apgabala kopproduktu (125,6 miljardi rubļu 2006) veidoja",sarežģīts
Padomju Krievijas iebrukumu Igaunijā igauņiem ar Somijas brīvprātīgo,sarežģīts
RTU ir četri reģionālie,vidējs
"Kopš 2008. gada, lai standartizētu futbola",vidējs
"Apple savos datoros aizstāj novecojušo 10 MHz, 32-bit",vidējs
Andrejs Namsons - dabas zinātņu doktors,vidējs
Gladiatori var lietot visas tumšā,vidējs
"Novietošana šī stadija ir gandrīz kā skola, kurā",vidējs
Lauksaimniecības akadēmijas laboratorijas,viegls
Ieradušies kolonisti verdzības posmā tikpat,sarežģīts
"Vēlāk ir radušies arī daudzi citi Direct Connect klienti, kas ir balstīti uz DC bāzes, piemērām, RevConnect, kura galvenā",sarežģīts
Dzīves īstenības mangās tēli ir parasti,viegls
Turnīra laikā tiesneši parādīja 260 dzeltenās,vidējs
"Jekaterinburgu nodibināja metalurģiskās rūpnīcas cetniecības vietā krievu valstsvīrs, etnogrāfs",sarežģīts
Zinātniskajā fantastikā inženieri,sarežģīts
"Guļot ciešajā miegā, zirgs",viegls
Savu profesionālo futbolista karjeru Doroševs sāka 2000. gadā,vidējs
Virkne neskaidrību un pretrunu notikumu skaidrojumā,sarežģīts
"Hērods Arhelajs valdīja Jēzus Kristus dzimšanas laikā. Iespējams, farizeju slepkavības ir iedvesmas avots Mateja evaņģēlijā aprakstītajai",sarežģīts
"1920. gada ziemā, sakarā ar saspīlētajām attiecībām",vidējs
1944. gads Otrais pasaules karš,vidējs
Ūdens temperatūra vasarā ir ap 24 - 27 C,viegls
Vēsturē Ludviķis XIV pazīstams arī kā Saules karalis,vidējs
1976. gada jūnijā Sīrijas armija ieiet,viegls
Nogajiešu valodu prot apmēram 35 000 cilvēku,vidējs
"Augstāks melnās krāsas līmenis",viegls
Meško III bija Polijas lielkņaza Boļeslava III Greizmuta dēls no,sarežģīts
Latvijā ir atklātas,viegls
Propanolu galvenokārt lieto kā,vidējs
Iegūst no acetona aldolās kondensācijas,vidējs
"Viņas bija trīs, krievu val",viegls
"Svētā Romas impērija, pēc 1512. gada arī Vācu nācijas svētā Romas",vidējs
Interneta personāla atlases uzņēmums CV-online Latvia,vidējs
"Latvijā izplatīta versija, ka pilsētas nosaukums Pitalova ir pārkrievots Pietālava (pie Tālavas) vārds. Iespējams",sarežģīts
Algoritmu vizualizēšanai bieži,sarežģīts
Dņipro ir pilsēta,viegls
"1920. gada janvārī iecelts par kara atašeju Igaunijā un Somijā",vidējs
19. gadsimta beigās starp,viegls
"Dažu dzimtu pārstāvju hemolimfa satur indīgas vielas, biežāk kantaridīnu. Hemolimfas nokļūšana cilvēka organismā perorāli",sarežģīts
"836. gadā musulmaņi izlaupa Sv. Pētera katedrāli, bet",vidējs
Populācija reģionā auga ļoti ātri no 800 000 iedzīvotājiem 1814. gadā līdz pat 914 000,sarežģīts
2012. gada septembrī Dzanardi izcīnīja divas zelta,vidējs
"1888. gadā Trešajos Dziesmu svētkos simfoniskais orķestris atskaņoja ""Dievs, svētī Latviju!"", bet 1895",vidējs
"Klasicisms visizteiktāk izpaudās arhitektūrā, kas izmantoja no antīkā laikmeta pārņemtās arhitektūras formas. Rīgas celtniecībā izpaudās arī vēlā klasicisma forma",sarežģīts
"Tālāk sēra dioksīdu oksidē par trioksīdu. Eksistē divas metodes. Izplatītākā ir, lietojot cietu vanādija pentoksīda katalizatoru",sarežģīts
1922. gada oktobrī Musolīni vadītais maršs,vidējs
Pagastā uz nelielajām upītēm,vidējs
Pirmie katastrofālie vētras,sarežģīts
Pirmās ziņas par kuģu izmantošanu militāriem mērķiem Latvijas,sarežģīts
"Pirmie ""Neatkarīgās Cīņas"", pēc",vidējs
gāzes tīrība (pat neliels piejaukums,vidējs
Lielais Barjerrifs ir,vidējs
"Cyrix bija mikroprocesoru ražotājs, kurš dibināts 1988. gadā",vidējs
Kara galvenais cēlonis bija Francijas,vidējs
Kanāriju salas ir Spānijas Karalistes,vidējs
Formas dažkārt tiek sauktas,viegls
Vāgners Rīgā strādāja,viegls
"Starptautiskās Kanoe federācijas noteiktie laivu izmēri, kuri tiek izmantoti arī oficiālajās smaiļošanas",sarežģīts
2011. gada 7. septembrī Krievijā avarēja lidmašīna,vidējs
Esot barā līdzinieki vienlaikus var lejuplādēt trūkstošos failu gabalus un dalīties ar esošajiem,sarežģīts
"Viss, kas saistīts ar britu ikdienas dzīvi",viegls
1924. Atvēra Pilsētas muzeju; Ziemeļu kapsētā atklāja pieminekli Latvijas,sarežģīts
"Dzimis Tokijā, tomēr bērnību pavadīja Mukdenā, Mandžūrijā. 1941. gadā atgriezās Japānā",sarežģīts
Alfabēts neļauj pilnvērtīgi parādīt mīkstinātos līdzskaņus,sarežģīts
Šādā veidā pamazām aizpilda visu,viegls
Statistikas dati apkopoti no 50 Jūrmalas tūristu mītnēm,vidējs
Aktīvās galaktikas ir galaktikas,vidējs
"1933. gadā Starptautiskā tiesa Hāgā pasludināja, ka Dānijai ir pilnīgas tiesības uz Grenlandi. Pēc",sarežģīts
Aktīnijs ir ķīmiskais,vidējs
Ezera sateces baseinā nav,viegls
Pēc Krievu-persiešu kara (1804 -1813) noslēgtā Gulistānas miera līguma Krievijas Impērija ieguva gan Dagestānas,sarežģīts
"Nēvijs dzimis Kampānijā, pēc tam dzīvojis Romā",vidējs
Lielākās apdzīvotās vietas,viegls
2006. gada februārī Turīnas ziemas,vidējs
Adamīns jeb Adamīts (franču mineraloga Žilbēra Žozefa Adama vārdā,sarežģīts
"Nakts bez mēnesnīcas",viegls
"Harts un Negri atklāj, ka šī vara tiek īstenota transnacionālo korporāciju",sarežģīts
"Man ir divas māsas. Manu māsu sauc , un manu māsu sauc",viegls
"Mana māte ir māsa, un viņu sauc Kristiāne",viegls
"Es esmu no Norvēģijas, no . Tagad es dzīvoju Rīgā, tas ir labi",viegls
Es studēju medicīnu. Man patīk šeit. Es dzīvoju kopā ar trīs draugiem,viegls
"Man ir divdesmit četri gadi. Es esmu no Vācijas, bet es studēju Norvēģijā. Man patīk šeit, es studēju ekonomiku",viegls
Man patīk Rīgas pilsēta un pludmales. Es vienmēr eju uz Lido. Man ļoti patīk latviešu valoda. Rīgā ir ļoti auksti,viegls
Man patīk dzīvot Rīgā. Es studēju Rīgas Stradiņa universitātē. Man ir divi brāļi un viena māsa,viegls
Man garšo Indijas ēdiens un kafija moka. Man patīk būt vienai. Man negaršo alkohols un nepatīk cigaretes,vidējs
Es studēju medicīnu. Man ir viens brālis un viena māsa,viegls
Viņiem patīk spēlēt basketbolu un futbolu,viegls
Viņai ir 24 gadi. Viņa ir studente. Man ir 21 gads. Es esmu students,viegls
"Skolā man ir daudz draugu, un mans labākais draugs ir Mārtiņš",viegls
Arī man ir suns. Man ir daudzi draugi šeit. Manai grupai ir lekcijas un nodarbības universitātē,viegls
"Es esmu no Kopenhāgenas, no Dānijas. Man patīk tramvajs Rīgā. Man nepatīk laika apstākļi. Tas ir ļoti silts",vidējs
Mani sauc Jānis. Man ir divdesmit gadi. Es esmu latvietis un dzīvoju Rīgā.,viegls
"Man ir liela istaba. Dzīvoju studentu viesnīcā, tā atrodas Pārdaugavā, Dārza ielā. Mana ģimene dzīvo Zviedrijā",viegls
Man patīk dators. Mans grāds ir saistīts ar programmatūras inženieriju,vidējs
"Es dzīvoju ar manu draugu. Man patīk mācīties, slēpot, gatavot ēst un skatīties filmas. Mans telefona numurs ir 070765535",viegls
"Man garšo augļi, jo tie ir labi. Man patīk Liepāja un Liepājas Universitāte",vidējs
Es gribēšu iet uz māju un ēst rīsus un vistas,viegls
Mans dzīvoklis nav liels. Mums ir tikai trīs istabas,viegls
"Manu māsu sauc Līza, viņai ir 25 gadi, viņa ir ārste. Manu brāli sauc Roijēns, viņam ir 25 gadi",viegls
"Es esmu medicīnas students. Mani draugi ir Spānijā. Viņi ir studenti Spānijā. Jeriko, Roberts un Tomass ir mani labākie draugi",viegls
Man patīk uz parku. Man garšo pica. Es dzīvoju Rīgā. Man nepatīk aukstums. Mans mīļākais priekšmets ir anatomija,vidējs
Mana māte un tēvs precējušies 30 gadus. Mana ģimene dzīvo Pakistānā,viegls
Viņiem patīk ceļošana. Man patīk arī ceļošana,viegls
"Manā grupā ir trīspadsmit studentu: pieci no Portugāles, četri no Somijas, četri no Itālijas.",viegls
"Man ir kaķis. Man patīk grāmatas. Man patīk Rīga un Jūrmala. Es studēju medicīnu. Man patīk Vecrīga, bet nepatīk Pārdaugava",viegls
"Viņa ir dizainere. Manas draudzenes vārds ir Zūlaija. Viņai ir divdesmit viens, un viņa ir studente",vidējs
"Es esmu zobārstniecības studente.. Es runāju angliski, zviedriski, un mazliet latviski",viegls
"Es būšu ārste. Man patīk skatīties filmas un dejot. Es runāju arābiski, zviedriski, angliski, spāniski un mazliet latviski",viegls
Parasti sestdienās es tīru savu dzīvokli un vakarā iešu uz sporta zāli ar maniem draugiem,viegls
Man ļoti patīk dejot. Es dzīvoju Rīgā desmit mēnešus. Es parasti braucu uz Maxima vai Rimi,viegls
ir mana skolotāja. Man klājas ļoti labi! Uz redzēšanos,viegls
"Man patīk restorāni: Street pizza, Locali, McDonalds, KFC, Taproom, Street Burgers",vidējs
Mana māte Elza. Viņai ir četrdesmit pieci gadi. Viņa ir skolotāja. Man nav brāļu un māsu. Man ir suns,viegls
Mana adrese ir Ģertrūdes 14. Manā dzīvoklī ir divi studenti. Es studēju medicīnu. Mūsu grupas numurs ir divi,vidējs
Manu labāko draudzeni sauc Tesa. Viņa ir studente Nīderlandē. Viņa studē medicīnu,viegls
"Es runāju arābiski, angliski, zviedriski, spāniski un mazliet latviski. Man patīk Rīga, jo studēju šeit",viegls
"Mans tēvs, viņu sauc Roberts, viņam ir 50 gadi, viņš ir ārsts",viegls
Drīz viņai būs 40 (četrdesmit) gadu. Viņa ir skolotāja. Mana māsa Anita. Viņai ir 13 (trīspadsmit) gadu. Viņa ir skolniece,viegls
"Mana ģimene dzīvo Zviedrijā, bet mans brālis, māsa un es dzīvojam Rīgā, mēs studējam zobārstniecību RSU",sarežģīts
Man negaršo apelsīni. Man patīk gatavot. Man nepatīk bērni. Runāt drīz! Brātvursts Karlosa,vidējs
"Man ļoti patīk Vecrīga un tirgus Rīgā. Man garšo pica, bet man negaršo siers",vidējs
"Es dzīvoju Rīgā deviņus mēnešus, man patīk Rīga. Tagad es studēju latviešu valodu, bet es studēšu bioķīmiju rīt",viegls
"Man ir draudzene vārdā , viņa runā somu valodā. Man garšo šokolāde, bet man nepatīk ķīmija",vidējs
"Mana ģimene nav liela. Mans tēvs ir Dāvids, viņam ir 68 gadi. Viņš ir ārsts",viegls
Viņai garšo [ulnae]. Viņai nepatīk kaķis,viegls
"Nē, es vēl neesmu ārste. Manā grupā ir divpadsmit grupas biedri",viegls
"Man patīk Zviedrija, Zviedrijā ir lietus liels, Zviedrija ir kā Latvija",viegls
Man ir divi draugi. Viņus sauc Tomass un Alī. Tomass ir no Latvijas. Alī ir no Vācijas,vidējs
"Viņus sauc Paula, Johanna, Fiona un Fēlikss. Man ir dators",vidējs
Viņa ir no Marokas,viegls
Es arī runāju mazliet grieķu valodā. Vasarā es cerams braukšu ar lidmašīnu uz Portugāli,vidējs
"Man ir viena māsa un viens brālis. Manam brālim ir astoņpadsmit, un manai māsai ir trīspadsmit gadi",viegls
"Manas vecmāmiņas vārds ir Anna, viņai ir 60 gadi",vidējs
Es studēju Rīgas Stradiņa universitātē Rīgā. Katru dienu es guļu līdz deviņiem,vidējs
Man patīk spēlēt futbolu,viegls
Viņam ir četrdesmit pieci gadi. Mana māte ir botāniķe. Viņa ir Diāna. Viņai ir četrdesmit četri gadi,vidējs
Viņai ir 28 gadi. Viņa ir studente. Manus draugus sauc Gināra un Līna. Ginārai ir 22 gadi,vidējs
"Mana māte strādā par ārsti, un mans tēvs strādā par ārstu arī. Es dzīvoju dzīvoklī Rīgā",viegls
"Liepājas cilvēki ir ļoti jauki, bet tas ir astoņi semestri vājās četrpadsmit klasēs",viegls
"Es protu runāt arābiski, tāpēc ka mana ģimene ir no Libānas, un mani vecāki runā arābiski ar mani",viegls
Mana ģimene dzīvo Londonā. Es studēju universitātē. Manā grupā ir 13 studenti,viegls
Tā ir mana māte. Viņu sauc Sjūzena. Un tas ir mans tēvs. Viņu sauc Heinriks. Es esmu vāciete,viegls
Es neēdu mājās gatavotus ēdienus. Bet es gribu ēst mājās gatavotu latviešu ēdienu. Man patīk latviešu saldumi,viegls
Es esmu studente. Mans dzīvoklis nav liels,viegls
"Manā ģimenē ir māte, viņai ir 49 gadi. Mans tēvs ir , viņam ir 55 gadi",viegls
"Man ir liela pieredze, lai mācītos šeit. Es studēju datorzinātnes. Universitātē ir jauka datoru laboratorija. Matemātikas profesors ir mans mīļākais",vidējs
Mums patīk dzert kafiju un ēst kūkas. Pēc tam es studēju bibliotēkā līdz 6–7,viegls
Viņš ir no Somijas. Viņš runā angliski un krieviski,viegls
Es dzīvoju Rīgā. Mana māja ir liela. Mans dzīvoklis ir mazs. Man ir draugi. Mums patīk futbola bumba,vidējs
"Es dzīvoju Rīgā. Es esmu inženieris, un es braucu ar manu mašīnu. Lola ir mana sieva",vidējs
Man ir divdesmit divi gadi. Mana dzimšanas diena ir divdesmit pirmajā martā. Mani vecāki ir Anja un Jorgo,vidējs
"Vakar mans rokaspulkstenis nestrādāja, man nepatīk dzīvot bez tā",vidējs
"Es esmu no Zviedrijas, bet es dzīvoju Rīgā. Mana adrese ir Dārza iela pieci (5), dzīvoklis deviņi",viegls
Man patīk gatavot ēdienus. Diemžēl salāti parasti nav. Es daudz gulēju. Es gulēju vismaz astoņas stundas,vidējs
Man ir divi brāļi un viena māsa. Tas ir viss. Priecājos iepazīties! Tava draudzene Līna,viegls
Es studēju medicīnu. Tas ir grūti! Katru dienu es ceļos pulksten astoņos,viegls
"Šī pastaiga aizņem man piecas minūtes. Universitātē es studēju, man ir daudz nodarbību",vidējs
Man patīk piens. Man patīk ēdiens. Es ēdu piparus. Kas ir vakariņās? Tagad es eju pusdienās. Man garšo sviests,viegls
Pēc tam braucu uz universitāti. Pusdienās es ēdu vistu ar rīsiem. Man ļoti garšo kafija,viegls
Man ir lieliski vecāki. Mans tēvs ir ārsts. Un mana māte ir inženiere. Man ir viena māsa. Viņu sauc Katrīna,viegls
"Mana māte, viņai ir piecdesmit četri gadi. Viņa strādā Ārkārtas gadījumu dienestā. Mana māsa Federika, viņa ir studente, studē likumus",vidējs
"Viņš strādā bankā. Viņš runā zviedriski, angliski un vāciski. Mana brāļa vārds ir Johanness. Viņam ir 25 gadi",viegls
No rīta es ēdu jogurtu ar augļiem un es dzeru kafiju ar pienu,viegls
"runā daudzas valodas. ir mana māsa. Viņa ir sešpadsmit gadi. Viņa ir studente. runā vāciski, angliski un franciski",vidējs
"Man ļoti patīk klausīties mūziku un ballītes, un man arī patīk iet uz koncertiem. Ziemā man patīk slēpot",viegls
Ya ir sešpadsmit gadi. N ir vienpadsmit gadi. Yu un S ir deviņi gadi. Mēs esam vācieši un palestīnieši,vidējs
"Tas ir skumji, ka viņi dzīvo tālu. Man pietrūkst manas ģimenes, bet drīz mēs satiksimies, un visi būs priecīgi",viegls
Vakariņās viņai garšo kartupeļi ar gaļu un salātiem. Dažreiz viņa ēd pankūkas. Inese studē katru dienu četras stundas,viegls
"Es vienmēr braucu ar tramvaju. Mani draugi ir no Afganistānas, Vācijas, Grieķijas un Latvijas",viegls
"Mana ģimene dzīvo dzīvoklī pilsētā. Mani vecvecāki ir pensionāri. Mani draugi ir skaisti. Viņiem patīk puķes, bet viņiem nepatīk lietus",viegls
Manus draugus Zviedrijā sauc Ahmeds un Fatima. Man ir vīrs un bērns,vidējs
Rīgā es gāju uz daudziem svētkiem,viegls
"Es runāju spāniski. Es dzīvoju Norvēģijā. Es strādāju bibliotēkā. Es esmu precējies, un man ir viena meita",vidējs
Java dzīvo arī Amsterdamā. Mani sauc Līsa. Man ir 25 gadi. Es esmu studente Rīgā. Es būšu ārste,viegls
"Manu māsu sauc Lady Gaga, viņai nepatīku es. Manu brāli sauc Hans Solo, viņam patīk spēlēt spēles un lasīt",viegls
Latviešu valoda ir grūta un ļoti svarīga,viegls
Es ēdu rīsus katru dienu,viegls
Viņš ir inženieris. Viņam patīk strādāt daudz. Manu mammu sauc . Viņa ir mūzikas skolotāja. Viņa strādā bērnudārzā,viegls
"Es studēju Rīgas Stradiņa universitātē. Es runāju angliski, zviedriski, arābiski un mazliet latviski. Man ļoti patīk gulēt",viegls
Tad es guļu pēcpusdienā un diemžēl - līdz nākamajai dienai,viegls
"Man patīk mana pilsēta, bet Rīga ir ļoti jauka",viegls
"Man patīk strādāt par ārstu, bet es gribu dzīvot kopā ar manu ģimeni. Man ir divi bērni",viegls
"Man ir 19 gadi, un es runāju ļoti bieži ar manu māti. Viņa gatavo ļoti labu ēdienu",viegls
"Man ir 4 brāļi un 2 māsas, man nepatīk neviens no tiem",viegls
Manai mātei patīk ceļot. Manam tēvam nepatīk lidot. Manai māsai patīk amerikāņu filmas. Manai ģimenei nepatīk dejot,viegls
"Es esmu no Zviedrijas, no mazas pilsētas Malmes. Man ir liela ģimene",viegls
Manu māti sauc Jumika. Viņai arī ir piecdesmit gadu. Manu māsu sauc Rena. Viņai ir deviņpadsmit gadu,viegls
"Anna ir skolotājs. Mans tēvs ir Pēteris. Viņam ir 50 gadi, un viņš strādā par advokātu. Man nav mātes",viegls
Vakaros man patīk skatīties filmas un tikties ar draugiem. Katru nedēļu es strādāju Rīgas Stradiņa universitātē,sarežģīts
Viņiem ir 1 gads un 3 gadi. Mana ģimene dzīvo Stambulā. Mums ir privātmāja pie Bosfora,vidējs
"Viņa ir skolotāja vācu valodā un vēsturē. Viņa tagad dzīvo Berlīnē, bet varbūt nākamajā gadā viņa strādās Rīgā arī",viegls
"Viņu sauc Moja. Man patīk grāmatas. Man nav velosipēda, bet man ir auto. Man nepatīk kaķi",viegls
"Man patīk mans darbs un slimnīca, kur strādāju. Es dzīvoju mājā kopā ar savu ģimeni. Manu sievu sauc Amanda",viegls
"Man Rīgā ir trīs labas draudzenes. Divas ir no Vācijas, un viena - no Zviedrijas",viegls
Mana ģimene dzīvo Vācijā. Mans tēvs un mana māte ir ārsti. Viņiem ir liela māja Berlīnē,viegls
"Mans tētis ir inženieris un strādā lielā uzņēmumā Rīgas centrā Viņi dzīvo mūsu mājā, mums ir privātmāja Rīgā pie Daugavas",viegls
"Mana māte un mans tēvs strādā birojā. Mans tētis ir biznesmenis, un mana māte ir likumsargs",vidējs
"Mana māte ir Anna, un viņai ir 50 gadi. Viņa ir profesore",viegls
"Es esmu no Zviedrijas, un mana ģimene dzīvo Zviedrijā, Stokholmā. Rīgā es dzīvoju Stabu ielā divdesmit, dzīvoklis divi",viegls
Viņa runā vāciski un angliski. Manas māsas ir studentes. Es un mana ģimene dzīvojam Rīgā,viegls
"Es esmu šķīries, un man ir divi bērni. Manu vecāko meitu sauc Kiana, un manu jaunāko dēlu sauc Behijs",viegls
Viņas ir nīderlandietes un dānietes. Viņas ir mierīgas un jaukas. Mēs dzīvojam jūras šaurumā. Jūras šaurumu sauc Kategats,viegls
"Es runāju vāciski, angliski, franciski, un es mācos latviski. Mans tēvs runā itāliski, bet es nerunāju itāliski",viegls
"Man patīk futbols, un es spēlēju futbolu ar draugiem",viegls
"Man patīk Rīga, man garšo olas, šokolāde. Man negaršo zivis. Es runāju latviski, angliski",viegls
"Man garšo gaļa, bet man negaršo cūkgaļa, jo man nepatīk cūkgaļa",viegls
"Es ēdu daudz tītaru, un es dzeru daudz alu. Es svinēju Jauno gadu ar draugiem, mēs gājām uz Vecrīgu",vidējs
"Es ēdu pusdienas. Es dodos mājās gulēt un pēc tam pamostos, mācos vēlreiz. Naktī es eju dušā un nomainu drēbes",viegls
"Mana sieva Lota ir no Spānijas. Viņas mātei ir 99 gadi, un viņas tēvam ir 62 gadi",viegls
Mans tēvs ir Hiroši. Viņam ir 45 gadi. Viņš ir skolotājs. Mana māte ir Jumiko. Viņai ir 47 gadi,viegls
"Man patīk sports, un man ir diezgan labi ēšanas paradumi. Man ir reti slimības, un man ir veselīgs dzīvesveids",vidējs
Somijā ir arī mana otra draudzene Linda. Mēs strādājam kopā dažreiz,vidējs
Drīz viņai būs astoņdesmit viens gads. Tagad viņa nestrādā. Viņai ir trīs suņi un pieci kaķi. Viņas draugu sauc Bernds,viegls
Es spēlēju futbolu un eju uz sporta zāli katru dienu. Es ēdu vakariņas sešos vakarā un guļu astoņos,viegls
"Rītos es lasu avīzes, un vakaros es lasu sēnes un puķes",viegls
"Arī man patīk iet uz teātri, uz muzeju un lasīt grāmatas",viegls
Pagājušajā gadā es strādāju slimnīcā. Jauku dienu.,viegls
Viņam ir piecdesmit gadu. Man patīk basketbols un futbols. Man arī garšo kafija. Manai mātei arī garšo kafija,viegls
"Mana adrese ir Liepājas iela trīsdesmit četri, dzīvoklis divdesmit četri",viegls
Es gribu būt biznesmenis,viegls
